,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
702,IW,IW,12/06/2023,E01011726,IMG_6246,07/06/2023,FW_GLTD_14_01,FW_GLTD_14,NA,NA,6,1,5,Gardening services,Yorkshire gardening solutions,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79174444,-1.622508333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6246.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
703,IW,IW,12/06/2023,E01011726,IMG_6246,07/06/2023,FW_GLTD_15_01,FW_GLTD_15,NA,NA,6,1,5,Driveways and patios,J & N property repairs,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79174444,-1.622508333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6246.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
704,IW,IW,12/06/2023,E01011726,IMG_6247,07/06/2023,FW_GLTD_16_01,FW_GLTD_16,NA,NA,11,1,NA,NA,NA,NA,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79208889,-1.622872222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6247.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
705,IW,IW,12/06/2023,E01011726,IMG_6248,07/06/2023,FW_GLTD_17_01,FW_GLTD_17,NA,NA,12,1,5,"Bp garage, LPG autoglass, post office, jet wash",NA,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79406389,-1.621416667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6248.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
706,IW,IW,12/06/2023,E01011726,IMG_6249,07/06/2023,FW_GLTD_18_01,FW_GLTD_18,NA,NA,1,2,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0,0,53.79375,-1.620922222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6249.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
707,IW,IW,12/06/2023,E01011726,IMG_6250,07/06/2023,FW_GLTD_19_01,FW_GLTD_19,NA,NA,12,1,5,"Bp garage, LPG autoglass, post office, jet wash",NA,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79421944,-1.621788889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6250.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
708,IW,IW,12/06/2023,E01011329,IMG_6220,07/06/2023,CF_CCGW_01_01,CF_CCGW_01,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81833333,-1.634194444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6220.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
709,IW,IW,12/06/2023,E01011329,IMG_6221,07/06/2023,CF_CCGW_02_01,CF_CCGW_02,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81554722,-1.634994444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6221.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
710,IW,IW,12/06/2023,E01011329,IMG_6222,07/06/2023,CF_CCGW_03_01,CF_CCGW_03,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81555278,-1.63495,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6222.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
711,IW,IW,12/06/2023,E01011329,IMG_6223,07/06/2023,CF_CCGW_04_01,CF_CCGW_04,NA,NA,2,1,5,Mcard mobile app,Metro,0,Metro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81476944,-1.634538889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6223.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
712,IW,IW,12/06/2023,E01011329,IMG_6224,07/06/2023,CF_CCGW_05_01,CF_CCGW_05,NA,NA,2,1,5,yournextbus,Metro,0,Metro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81272778,-1.640575,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6224.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
713,IW,IW,12/06/2023,E01011329,IMG_6226,07/06/2023,CF_CCGW_06_01,CF_CCGW_06,NA,NA,1,2,2,Lipton peach ice tea,Lipton,0,Clear channel,1.6,https://www.tesco.com/groceries/en-GB/products/265633012,ml,250,500,https://www.tesco.com/groceries/en-GB/products/265633012,3,https://www.tesco.com/groceries/en-GB/products/265633012,0,0,3,12.8,13.6,0,0,0,0,0,0,0,53.81684167,-1.640380556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6226.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
714,IW,IW,12/06/2023,E01011329,IMG_6227,07/06/2023,CF_CCGW_07_01,CF_CCGW_07,NA,NA,1,2,3,Strongbow ultra apple cider,strongbow,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81682222,-1.640375,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6227.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
715,IW,IW,12/06/2023,E01011329,IMG_6228,07/06/2023,CF_CCGW_08_01,CF_CCGW_08,NA,NA,2,1,5,yournextbus,Metro,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81628056,-1.640155556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6228.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
716,IW,IW,12/06/2023,E01011329,IMG_6229,07/06/2023,CF_CCGW_09_01,CF_CCGW_09,NA,NA,6,2,5,CBD vapes,Vaperz-r-us,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81575278,-1.638083333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise\IMG_6229.JPG,E01011329_Q4_CalverleysCambridgeGardensWhitecoteRise,E01011329,Q4,CalverleysCambridgeGardensWhitecoteRise
717,IW,IW,13/06/2023,E01011319,IMG_6134,06/06/2023,BH_BRAA_01_01,BH_BRAA_01,NA,NA,14,2,5,Mattresses,Sleepur-pedic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7705,-1.56165,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6134.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
718,IW,IW,13/06/2023,E01011319,IMG_6135,06/06/2023,BH_BRAA_02_01,BH_BRAA_02,NA,NA,13,2,5,Broadband,TalkTalk,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.767125,-1.555763889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6135.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
719,IW,IW,13/06/2023,E01011319,IMG_6136,06/06/2023,BH_BRAA_03_01,BH_BRAA_03,NA,NA,14,2,1,Grocery delivery,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.76678889,-1.556194444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6136.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
720,IW,IW,13/06/2023,E01011319,IMG_6137,06/06/2023,BH_BRAA_04_01,BH_BRAA_04,NA,NA,1,2,3,Inch's medium apple cider,Inch's,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.76684167,-1.555988889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6137.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
721,IW,IW,13/06/2023,E01011319,IMG_6138,06/06/2023,BH_BRAA_05_01,BH_BRAA_05,NA,NA,1,2,5,Llyods bank smart start,Lloyds bank,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.76685,-1.555983333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6138.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
722,IW,IW,13/06/2023,E01011319,IMG_6139,06/06/2023,BH_BRAA_06_01,BH_BRAA_06,NA,NA,14,1,5,Property lettings and estate agents,Whitegates,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.766975,-1.555669444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6139.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
723,IW,IW,13/06/2023,E01011319,IMG_6140,06/06/2023,BH_BRAA_07_01,BH_BRAA_07,NA,NA,2,1,5,Mcard mobile app,Metro,0,Metro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.76749725,-1.554401386,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6140.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
724,IW,IW,13/06/2023,E01011319,IMG_6141,06/06/2023,BH_BRAA_08_01,BH_BRAA_08,NA,NA,14,1,1,Sweet treats & desserts,Divine delights,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.767575,-1.554316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6141.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
725,IW,IW,13/06/2023,E01011319,IMG_6141,06/06/2023,BH_BRAA_09_01,BH_BRAA_09,NA,NA,6,2,5,martial arts classes,Aegis martial arts,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.767575,-1.554316667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6141.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
726,IW,IW,13/06/2023,E01011319,IMG_6144,06/06/2023,BH_BRAA_10_01,BH_BRAA_10,NA,NA,14,1,5,Property lettings and estate agents,Whitegates,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.76707778,-1.555777778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011319_Q2_BarklyRdAllebysAthas\IMG_6144.JPG,E01011319_Q2_BarklyRdAllebysAthas,E01011319,Q2,BarklyRdAllebysAthas
727,IW,IW,13/06/2023,E01011341,IMG_6308,09/06/2023,TN_VTDH_01_01,TN_VTDH_01,NA,NA,2,1,2,Pepsi max,pepsi,0,Clear channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0,0,53.79855833,-1.478597222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6308.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
728,IW,IW,13/06/2023,E01011341,IMG_6308,09/06/2023,TN_VTDH_01_01,TN_VTDH_01,NA,NA,2,1,1,Pizza,pepsi,0,Clear channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.79855833,-1.478597222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6308.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
729,IW,IW,13/06/2023,E01011341,IMG_6309,09/06/2023,TN_VTDH_02_01,TN_VTDH_02,NA,NA,2,1,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0,0,53.798575,-1.478608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6309.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
730,IW,IW,13/06/2023,E01011341,IMG_6310,09/06/2023,TN_VTDH_03_01,TN_VTDH_03,NA,NA,14,2,1,Sunday lunch,pub,1,NA,NA,NA,g,525,525,Co-FID,2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,12.08,4.5,3.6,291.05,204.38,0,8.17,32.8,4,1,1,0,53.79933889,-1.480905556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6310.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
731,IW,IW,13/06/2023,E01011341,IMG_6312,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,NA,NA,6,2,1,Creamy ranch dip,McDonald's,0,Global,NA,NA,g,21,21,Typical dip size,2,https://www.mcdonalds.com/us/en-us/product/creamy-ranch-sauce.html,57.14,9.52,4.76,160,523.81,0,0,0,17,1,1,0,53.80028611,-1.4837,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6312.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
732,IW,IW,13/06/2023,E01011341,IMG_6312,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,NA,NA,6,2,1,Chipotle mayo dip,McDonald's,0,Global,NA,NA,g,21,21,Typical dip size,2,https://www.mcdonalds.com/ie/en-ie/product/chipotle-mayo-dip.html,30,2.86,20,628.57,380.95,0.95,0.95,0,15,1,1,0,53.80028611,-1.4837,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6312.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
733,IW,IW,13/06/2023,E01011341,IMG_6312,09/06/2023,TN_VTDH_04_01,TN_VTDH_04,NA,NA,6,2,1,Mcnuggets,McDonald's,0,Global,4.29,https://mcdonalds-menu.co.uk/,g,105,105,"FPS book, pg 58 McDonald's 6 McNuggets",2,https://www.mcdonalds.com/gb/en-gb/product/chicken-mcnuggets-6-pieces.html,12.38,1.43,0.57,217.14,248.57,1.33,14.29,0,0,0,0,0,53.80028611,-1.4837,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6312.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
734,IW,IW,13/06/2023,E01011341,IMG_6313,09/06/2023,TN_VTDH_05_01,TN_VTDH_05,NA,NA,6,2,1,Sweet chilli chicken wrap,McDonald's,0,Global,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0,0,53.80051667,-1.484516667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6313.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
735,IW,IW,13/06/2023,E01011341,IMG_6314,09/06/2023,TN_VTDH_06_01,TN_VTDH_06,NA,NA,8,3,5,the flash (film),DC studios,0,Global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.80081667,-1.485158333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6314.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
736,IW,IW,13/06/2023,E01011341,IMG_6315,09/06/2023,TN_VTDH_07_01,TN_VTDH_07,NA,NA,1,2,1,Sweet chilli chicken wrap,McDonald's,0,Clear channel,1.99,Advert,g,245,245,"SL weight images, garlic mayo chicken wrap",2,https://www.mcdonalds.com/ie/en-ie/product/the-sweet-chilli-chicken-one-crispy.html,7.35,0.94,2.73,342.86,191.43,1.63,8.98,12.24,-1,0,0,0,53.80043889,-1.484038889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6315.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
737,IW,IW,13/06/2023,E01011341,IMG_6316,09/06/2023,TN_VTDH_08_01,TN_VTDH_08,NA,NA,1,2,2,Pepsi max,pepsi,0,Clear channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0,0,53.80044444,-1.484058333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6316.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
738,IW,IW,13/06/2023,E01011341,IMG_6316,09/06/2023,TN_VTDH_08_01,TN_VTDH_08,NA,NA,1,2,1,pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.80044444,-1.484058333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6316.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
739,IW,IW,13/06/2023,E01011341,IMG_6317,09/06/2023,TN_VTDH_09_01,TN_VTDH_09,NA,NA,8,3,5,mobile data,EE,0,global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.80109722,-1.485375,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6317.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
740,IW,IW,13/06/2023,E01011341,IMG_6318,09/06/2023,TN_VTDH_10_01,TN_VTDH_10,NA,NA,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.80153611,-1.4862,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6318.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
741,IW,IW,13/06/2023,E01011341,IMG_6319,09/06/2023,TN_VTDH_11_01,TN_VTDH_11,NA,NA,12,1,5,Al-murad tiles & bathrooms,Al-Murad Tiles,0,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.801875,-1.486397222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011341_Q2_VeritysDunhills\IMG_6319.JPG,E01011341_Q2_VeritysDunhills,E01011341,Q2,VeritysDunhills
